imo,vessel_name,gross_tonnage,type,year_built,flag
9793935,MONTEVIDEO EXPRESS,113828,Container Ship,2018,Singapore (SGP)
9766047,MOROBE CHIEF,17961,Container Ship,2018,Liberia (LBR)
9778818,MOSCOW MAERSK,214286,Container Ship,2017,Denmark (DIS) (DIS)
9760586,MOUNT BUTLER,18826,Container Ship,2016,"Hong Kong, China (HKG)"
9760598,MOUNT CAMERON,18870,Container Ship,2016,"Hong Kong, China (HKG)"
9760603,MOUNT GOUGH,18870,Container Ship,2016,"Hong Kong, China (HKG)"
9760627,MOUNT KELLETT,18870,Container Ship,2017,"Hong Kong, China (HKG)"
9760639,MOUNT NICHOLSON,18826,Container Ship,2017,"Hong Kong, China (HKG)"
9770751,MSC AINO,112695,Container Ship,2019,Liberia (LBR)
9842097,MSC ALIYA,140976,Container Ship,2019,Liberia (LBR)
9839480,MSC AMBRA,232618,Container Ship,2020,Panama (PAN)
9606338,MSC AMSTERDAM,176490,Container Ship,2015,Panama (PAN)
9777204,MSC ANNA,187587,Container Ship,2016,Liberia (LBR)
9702273,MSC ANTONELLA,96331,Container Ship,2016,Portugal (MAR) (PMD)
9710426,MSC ANZU,96333,Container Ship,2015,Panama (PAN)
9857169,MSC ARIES,149525,Container Ship,2020,Liberia (LBR)
9839284,MSC ARINA,228741,Container Ship,2019,Panama (PAN)
9857183,MSC AURIGA,149525,Container Ship,2020,Portugal (MAR) (PMD)
9756729,MSC AVNI,102492,Container Ship,2017,Liberia (LBR)
9770749,MSC BIANCA,112695,Container Ship,2019,Liberia (LBR)
9720495,MSC BRANKA,95514,Container Ship,2016,Portugal (MAR) (PMD)
9702106,MSC BRUNELLA,96331,Container Ship,2015,Panama (PAN)
9756731,MSC CARLOTTA,102492,Container Ship,2017,Liberia (LBR)
9785445,MSC CAROLE,112500,Container Ship,2020,Liberia (LBR)
9705005,MSC CATERINA,96333,Container Ship,2015,Panama (PAN)
9710438,MSC CHANNE,96333,Container Ship,2015,Portugal (MAR) (PMD)
9720483,MSC CHLOE,95514,Container Ship,2016,Portugal (MAR) (PMD)
9708693,MSC CLARA,192237,Container Ship,2015,Panama (PAN)
9720524,MSC CLEA,95514,Container Ship,2016,Portugal (MAR) (PMD)
9745665,MSC DESIREE,97805,Container Ship,2017,Portugal (MAR) (PMD)
9755933,MSC DIANA,194250,Container Ship,2016,Liberia (LBR)
9754953,MSC DITTE,194308,Container Ship,2016,Liberia (LBR)
9720201,MSC DOMITILLE,95514,Container Ship,2015,Panama (PAN)
9735218,MSC ELMA,97805,Container Ship,2016,Portugal (MAR) (PMD)
9755957,MSC ELOANE,194250,Container Ship,2016,Liberia (LBR)
9704972,MSC ELODIE,96333,Container Ship,2015,Panama (PAN)
9755191,MSC ERICA,194308,Container Ship,2016,Liberia (LBR)
9785469,MSC EUGENIA,112500,Container Ship,2020,Liberia (LBR)
9842085,MSC FAITH,140976,Container Ship,2019,Liberia (LBR)
9839478,MSC FEBE,232618,Container Ship,2019,Panama (PAN)
9770763,MSC GAYANE,102492,Container Ship,2018,Liberia (LBR)
9720196,MSC GISELLE,94469,Container Ship,2015,Panama (PAN)
9770737,MSC GIULIA,96816,Container Ship,2017,Portugal (MAR) (PMD)
9839430,MSC GULSUN,232618,Container Ship,2019,Panama (PAN)
9647461,MSC HAMBURG,176490,Container Ship,2015,Panama (PAN)
9755945,MSC INGY,193489,Container Ship,2016,Liberia (LBR)
9839272,MSC ISABELLA,228741,Container Ship,2019,Panama (PAN)
9606326,MSC ISTANBUL,176490,Container Ship,2015,Liberia (LBR)
9762326,MSC JADE,194308,Container Ship,2016,Liberia (LBR)
9720471,MSC JEONGMIN,95514,Container Ship,2016,Portugal (MAR) (PMD)
9842073,MSC JEWEL,140976,Container Ship,2019,Liberia (LBR)
9842061,MSC JOSSELINE,140976,Container Ship,2019,Liberia (LBR)
9704996,MSC JULIE,96333,Container Ship,2015,Panama (PAN)
9842102,MSC KANOKO,140976,Container Ship,2019,Liberia (LBR)
9767390,MSC LEANNE,194250,Container Ship,2017,Liberia (LBR)
9839454,MSC LENI,232618,Container Ship,2019,Panama (PAN)
9702065,MSC LETIZIA,96331,Container Ship,2015,Panama (PAN)
9704960,MSC LILY,96333,Container Ship,2015,Panama (PAN)
9778088,MSC MADHU B,113112,Container Ship,2017,Portugal (MAR) (PMD)
9785457,MSC MANU,112500,Container Ship,2020,Liberia (LBR)
9720287,MSC MAXINE,95514,Container Ship,2015,Panama (PAN)
9708679,MSC MAYA,192237,Container Ship,2015,Panama (PAN)
9702077,MSC MELINE,95497,Container Ship,2015,Panama (PAN)
9839466,MSC MIA,232618,Container Ship,2019,Panama (PAN)
9720512,MSC MICHELA,95514,Container Ship,2016,Portugal (MAR) (PMD)
9839260,MSC MINA,228741,Container Ship,2019,Panama (PAN)
9762338,MSC MIRJA,194308,Container Ship,2016,Liberia (LBR)
9767376,MSC MIRJAM,193489,Container Ship,2016,Liberia (LBR)
9704984,MSC NAOMI,96333,Container Ship,2015,Panama (PAN)
9839296,MSC NELA,228741,Container Ship,2019,Panama (PAN)
9778117,MSC NITYA B,113112,Container Ship,2017,Portugal (MAR) (PMD)
9703306,MSC OLIVER,192237,Container Ship,2015,Panama (PAN)
9857157,MSC ORION,149525,Container Ship,2020,Liberia (LBR)
9735206,MSC PALAK,97805,Container Ship,2016,Portugal (MAR) (PMD)
9754965,MSC REEF,194308,Container Ship,2016,Liberia (LBR)
9767388,MSC RIFAYA,193489,Container Ship,2017,Liberia (LBR)
9745653,MSC ROMANE,96816,Container Ship,2017,Portugal (MAR) (PMD)
9839442,MSC SAMAR,232618,Container Ship,2019,Panama (PAN)
9702261,MSC SARA ELENA,96331,Container Ship,2015,Panama (PAN)
9720500,MSC SASHA,95514,Container Ship,2016,Portugal (MAR) (PMD)
9778105,MSC SHREYA B,113112,Container Ship,2017,Portugal (MAR) (PMD)
9778076,MSC SHUBA B,113112,Container Ship,2017,Portugal (MAR) (PMD)
9720457,MSC SILVIA,95514,Container Ship,2015,Panama (PAN)
9839301,MSC SIXIN,228741,Container Ship,2019,Panama (PAN)
9702091,MSC SOFIA CELESTE,96331,Container Ship,2015,Panama (PAN)
9708681,MSC SVEVA,192237,Container Ship,2015,Panama (PAN)
9762340,MSC TINA,194308,Container Ship,2017,Liberia (LBR)
9647473,MSC VENICE,176490,Container Ship,2016,Liberia (LBR)
9785483,MSC VERONIQUE,112500,Container Ship,2020,Liberia (LBR)
9857171,MSC VIRGO,149525,Container Ship,2020,Portugal (MAR) (PMD)
9702089,MSC VITA,96331,Container Ship,2015,Panama (PAN)
9777216,MSC VIVIANA,187587,Container Ship,2017,Liberia (LBR)
9778090,MSC YASHI B,113112,Container Ship,2018,Portugal (MAR) (PMD)
9703318,MSC ZOE,192784,Container Ship,2015,Panama (PAN)
9813852,MTT SAISUNEE,13059,Container Ship,2019,Malaysia (MYS)
9813876,MTT SENARI,13059,Container Ship,2020,Malaysia (MYS)
9912191,MTT SIBU,4187,Container Ship,2020,Malaysia (MYS)
9813175,MUARA MAS,4990,Container Ship,2016,Indonesia (IDN)
9780471,MUMBAI MAERSK,214286,Container Ship,2018,Denmark (DIS) (DIS)
9778806,MUNICH MAERSK,214286,Container Ship,2017,Denmark (DIS) (DIS)
9780457,MURCIA MAERSK,214286,Container Ship,2018,Denmark (DIS) (DIS)
9843778,NAGARA,7432,Container Ship,2018,Japan (JPN)
9866471,NAIKAI SETODA 813,20200,Container Ship,2020,Singapore (SGP)
9729788,NATORI,7390,Container Ship,2015,Japan (JPN)
9689952,NEW GUINEA CHIEF,18723,Container Ship,2015,"Hong Kong, China (HKG)"
9757319,NEW MINGZHOU 28,9998,Container Ship,2016,"Hong Kong, China (HKG)"
9757321,NEW MINGZHOU 60,9998,Container Ship,2016,"Hong Kong, China (HKG)"
9751743,NEW MINGZHOU 66,9998,Container Ship,2016,"Hong Kong, China (HKG)"
9751755,NEW MINGZHOU 68,9998,Container Ship,2017,"Hong Kong, China (HKG)"
9612791,NILEDUTCH ANTWERPEN,39106,Container Ship,2015,Cyprus (CYP)
9724958,NORDAMELIA,28316,Container Ship,2017,Cyprus (CYP)
9833369,NORDAMSTEL,19035,Container Ship,2019,Cyprus (CYP)
9744673,NORDCLAIRE,18826,Container Ship,2016,Malta (MLT)
9744661,NORDEMILIA,18826,Container Ship,2016,Malta (MLT)
9626261,NORDLEOPARD,18826,Container Ship,2015,Cyprus (CYP)
9744685,NORDLILY,18826,Container Ship,2016,Malta (MLT)
9822736,NORDMAAS,19035,Container Ship,2019,Cyprus (CYP)
9802504,NORDMAPLE,28433,Container Ship,2018,Malta (MLT)
9757541,NORDMARGHERITA,18826,Container Ship,2018,Malta (MLT)
9802499,NORDMARSH,28433,Container Ship,2018,Malta (MLT)
9802487,NORDPACIFIC,28433,Container Ship,2018,Cyprus (CYP)
9626259,NORDPUMA,18826,Container Ship,2015,Cyprus (CYP)
9744659,NORDVIOLET,18826,Container Ship,2015,Malta (MLT)
9773911,NP LOVEGISTICS 4,2996,Container Ship,2015,Thailand (THA)
8791485,NP TRAT,2099,Container Ship,2015,Thailand (THA)
9741449,NYK OWL,145253,Container Ship,2017,Japan (JPN)
9741437,NYK SWAN,144277,Container Ship,2017,Panama (PAN)
9784776,NYK WREN,145251,Container Ship,2018,Japan (JPN)
9790139,OCEAN BLUE WHALE,19480,Passenger/Container Ship,2017,Liberia (LBR)
9827334,OLEANDER,8313,Container Ship,2019,Marshall Islands (MHL)
9686912,OLIVIA I,70704,Container Ship,2015,Marshall Islands (MHL)
9765574,OLYMPIA,17907,Container Ship,2017,Marshall Islands (MHL)
9806079,ONE APUS,146694,Container Ship,2019,Japan (JPN)
9806043,ONE AQUILA,145647,Container Ship,2018,Panama (PAN)
9741372,ONE BLUE JAY,145251,Container Ship,2016,Japan (JPN)
9806055,ONE COLUMBA,145647,Container Ship,2018,Panama (PAN)
9741401,ONE CRANE,144285,Container Ship,2016,Panama (PAN)
9806081,ONE CYGNUS,146694,Container Ship,2019,Japan (JPN)
9741396,ONE EAGLE,145251,Container Ship,2016,Japan (JPN)
9741425,ONE FALCON,146287,Container Ship,2017,Japan (JPN)
9806067,ONE GRUS,146694,Container Ship,2019,Japan (JPN)
9741413,ONE HAWK,145407,Container Ship,2017,Panama (PAN)
9741384,ONE IBIS,144285,Container Ship,2016,Panama (PAN)
9706748,ONE MANCHESTER,151672,Container Ship,2015,Panama (PAN)
9706736,ONE MILLAU,150709,Container Ship,2015,Panama (PAN)
9805477,ONE MINATO,152180,Container Ship,2018,Japan (JPN)
9706750,ONE MUNCHEN,151672,Container Ship,2015,Panama (PAN)
9784788,ONE STORK,145251,Container Ship,2018,Japan (JPN)
9613587,OOCL GENOA,91499,Container Ship,2015,"Hong Kong, China (HKG)"
9776183,OOCL GERMANY,210890,Container Ship,2017,"Hong Kong, China (HKG)"
9613599,OOCL HO CHI MINH CITY,91499,Container Ship,2015,"Hong Kong, China (HKG)"
9776171,OOCL HONG KONG,210890,Container Ship,2017,"Hong Kong, China (HKG)"
9776224,OOCL INDONESIA,210890,Container Ship,2018,"Hong Kong, China (HKG)"
9776195,OOCL JAPAN,210890,Container Ship,2017,"Hong Kong, China (HKG)"
9776212,OOCL SCANDINAVIA,210890,Container Ship,2017,"Hong Kong, China (HKG)"
9477907,OOCL TAIPEI,91499,Container Ship,2015,"Hong Kong, China (HKG)"
9776200,OOCL UNITED KINGDOM,210890,Container Ship,2017,"Hong Kong, China (HKG)"
9486087,OOCL UTAH,91499,Container Ship,2015,"Hong Kong, China (HKG)"
9765586,OPHELIA,17907,Container Ship,2018,Marshall Islands (MHL)
9670107,OREA,24528,Container Ship,2015,Malta (MLT)
9799927,ORIENTAL ARROW,9993,Container Ship,2017,Isle of Man (IMN)
9817925,OSLO TRADER,19035,Container Ship,2019,Panama (PAN)
9808481,PAC CEKAP,7542,Container Ship,2017,Singapore (SGP)
9808493,PAC CERGAS,7542,Container Ship,2017,Singapore (SGP)
9791755,PALUNG MAS,4990,Container Ship,2016,Indonesia (IDN)
9832999,PANAMA TRADER,19035,Container Ship,2020,Malta (MLT)
9802023,PANCON CHAMPION,18606,Container Ship,2017,Korea (Republic of) (KOR)
9884904,PANCON HARMONY,9946,Container Ship,2020,Korea (Republic of) (KOR)
9749128,PANCON SUNSHINE,9923,Container Ship,2016,Korea (Republic of) (KOR)
9749116,PANCON VICTORY,9923,Container Ship,2016,Korea (Republic of) (KOR)
9689964,PAPUAN CHIEF,18723,Container Ship,2015,"Hong Kong, China (HKG)"
9786724,PARANAGUA EXPRESS,113976,Container Ship,2017,Singapore (SGP)
9680853,PERLA DEL CARIBE,36912,Container Ship,2016,United States of America (USA)
9706279,PHILIPPOS-MICHALIS,17907,Container Ship,2015,Cyprus (CYP)
9844617,PHILLY 031,49000,Container Ship,2020,United States of America (USA)
9844629,PHILLY 032,49000,Container Ship,2020,United States of America (USA)
9797204,POLAR ARGENTINA,43628,Container Ship,2018,Malta (MLT)
9797216,POLAR BRASIL,43628,Container Ship,2018,Malta (MLT)
9797187,POLAR CHILE,43628,Container Ship,2018,Liberia (LBR)
9786786,POLAR COSTA RICA,43628,Container Ship,2017,Singapore (SGP)
9786774,POLAR ECUADOR,43628,Container Ship,2017,Singapore (SGP)
9786750,POLAR MEXICO,43628,Container Ship,2017,Singapore (SGP)
9797199,POLAR PERU,43628,Container Ship,2018,Liberia (LBR)
9859648,POS BANGKOK,18085,Container Ship,2019,Panama (PAN)
9859650,POS HOCHIMINH,18085,Container Ship,2020,Panama (PAN)
9700251,QUEEN ESTHER,25145,Container Ship,2016,Malta (MLT)
9820257,RADIN,141514,Container Ship,2018,Iran (IRN)
9820245,RAYEN,141514,Container Ship,2018,Iran (IRN)
9714915,REN JIAN DA LIAN,28364,Container Ship,2018,China Peoples's Republic (CHN)
9714927,REN JIAN FU ZHOU,28364,Container Ship,2019,China Peoples's Republic (CHN)
9857690,REN JIAN HAI SHUN,28221,Container Ship,2018,China Peoples's Republic (CHN)
9857688,REN JIAN RI ZHAO,28221,Container Ship,2018,China Peoples's Republic (CHN)
9857705,REN JIAN SHI DAI,28213,Container Ship,2019,China Peoples's Republic (CHN)
9857676,REN JIAN SHI HU,28221,Container Ship,2017,China Peoples's Republic (CHN)
9857664,REN JIAN TANG SHAN,28221,Container Ship,2017,China Peoples's Republic (CHN)
9811165,REN JIAN XIA MEN,28213,Container Ship,2018,China Peoples's Republic (CHN)
9811177,REN JIAN ZHU HAI,28204,Container Ship,2018,China Peoples's Republic (CHN)
9641326,RONGCHENG SHENFEI SF312,10100,Container Ship,2020,Antigua and Barbuda (ATG)
9817884,SABRE TRADER,19035,Container Ship,2018,Malta (MLT)
9800477,SAKURA,2507,Container Ship,2016,Japan (JPN)
9708796,SALAHUDDIN,153148,Container Ship,2015,Marshall Islands (MHL)
9850563,SAMSUNG 2267,125000,Container Ship,2020,"Hong Kong, China (HKG)"
9850575,SAMSUNG 2268,125000,Container Ship,2020,"Hong Kong, China (HKG)"
9612777,SAN ANTONIO EXPRESS,39106,Container Ship,2015,Chile (CHL)
9698642,SAN FERNANDO,96386,Container Ship,2015,Marshall Islands (MHL)
9698654,SAN FRANCISCA,96386,Container Ship,2015,Marshall Islands (MHL)
9634658,SANTA LOUKIA,16889,Container Ship,2015,Malta (MLT)
9777632,SANTOS EXPRESS,118945,Container Ship,2017,Germany (DEU)
9879375,SAWASDEE ATLANTIC,18051,Container Ship,2020,Marshall Islands (MHL)
9886067,SAWASDEE BALTIC,18051,Container Ship,2020,Marshall Islands (MHL)
9879363,SAWASDEE PACIFIC,18051,Container Ship,2020,Marshall Islands (MHL)
9886079,SAWASDEE SUNRISE,18051,Container Ship,2020,Marshall Islands (MHL)
9799903,SCARLET ARROW,9993,Container Ship,2017,Isle of Man (IMN)
9732589,SEAMAX ROWAYTON,93702,Container Ship,2015,Marshall Islands (MHL)
9623855,SEAMAX STAMFORD,47911,Container Ship,2015,Marshall Islands (MHL)
9713349,SEASPAN BEAUTY,113042,Container Ship,2015,"Hong Kong, China (HKG)"
9713351,SEASPAN BELIEF,113042,Container Ship,2015,"Hong Kong, China (HKG)"
9713363,SEASPAN BELLWETHER,113042,Container Ship,2015,"Hong Kong, China (HKG)"
9793909,SEASPAN FALCON,113828,Container Ship,2018,"Hong Kong, China (HKG)"
9793923,SEASPAN HARRIER,113828,Container Ship,2018,"Hong Kong, China (HKG)"
9630418,SEASPAN HUDSON,112967,Container Ship,2015,"Hong Kong, China (HKG)"
9786736,SEASPAN OSPREY,113976,Container Ship,2017,"Hong Kong, China (HKG)"
9793911,SEASPAN RAPTOR,113828,Container Ship,2018,"Hong Kong, China (HKG)"
9756107,SEATRADE BLUE,24905,Container Ship,2017,Liberia (LBR)
9810915,SEATRADE GREEN,24876,Container Ship,2019,Liberia (LBR)
9690092,SEATRADE ORANGE,24901,Container Ship,2016,Liberia (LBR)
9690107,SEATRADE RED,24901,Container Ship,2016,Liberia (LBR)
9756092,SEATRADE WHITE,24905,Container Ship,2016,Liberia (LBR)
9826873,SHIGENOBU,2479,Container Ship,2017,Japan (JPN)
9704659,SIMA GENESIS,44887,Container Ship,2015,Singapore (SGP)
9704661,SIMA GISELLE,44887,Container Ship,2015,Singapore (SGP)
9827968,SINAR PENIDA,6846,Container Ship,2018,Indonesia (IDN)
9827956,SINAR POMALAA,6846,Container Ship,2018,Indonesia (IDN)
9866469,SINAR SUNDA,20441,Container Ship,2020,Singapore (SGP)
9792656,SINOTRANS BANGKOK,19070,Container Ship,2017,"Hong Kong, China (HKG)"
9792620,SINOTRANS KAOHSIUNG,19070,Container Ship,2017,"Hong Kong, China (HKG)"
9792632,SINOTRANS KEELUNG,19070,Container Ship,2017,"Hong Kong, China (HKG)"
9792644,SINOTRANS MANILA,19070,Container Ship,2017,"Hong Kong, China (HKG)"
9845738,SITC BATANGAS,26771,Container Ship,2019,"Hong Kong, China (HKG)"
9845740,SITC CAGAYAN,26872,Container Ship,2020,"Hong Kong, China (HKG)"
9845726,SITC CEBU,26771,Container Ship,2019,"Hong Kong, China (HKG)"
9700938,SITC FUJIAN,17360,Container Ship,2015,"Hong Kong, China (HKG)"
9700952,SITC GUANGDONG,17360,Container Ship,2015,"Hong Kong, China (HKG)"
9712395,SITC GUANGXI,17119,Container Ship,2015,"Hong Kong, China (HKG)"
9712759,SITC HAINAN,17119,Container Ship,2015,"Hong Kong, China (HKG)"
9727998,SITC HANSHIN,17119,Container Ship,2016,"Hong Kong, China (HKG)"
9712371,SITC HEBEI,17119,Container Ship,2015,"Hong Kong, China (HKG)"
9712383,SITC JIANGSU,17119,Container Ship,2015,"Hong Kong, China (HKG)"
9728007,SITC KANTO,17119,Container Ship,2016,"Hong Kong, China (HKG)"
9712761,SITC KEELUNG,17119,Container Ship,2015,"Hong Kong, China (HKG)"
9712369,SITC LIAONING,17119,Container Ship,2015,"Hong Kong, China (HKG)"
9712785,SITC MACAO,17119,Container Ship,2015,"Hong Kong, China (HKG)"
9845752,SITC MAKASSAR,26872,Container Ship,2020,"Hong Kong, China (HKG)"
9861718,SITC NANSHA,26872,Container Ship,2020,"Hong Kong, China (HKG)"
9870848,SITC PENANG,26928,Container Ship,2020,"Hong Kong, China (HKG)"
9870836,SITC PORT KLANG,26928,Container Ship,2020,"Hong Kong, China (HKG)"
9801548,SITC SENDAI,9967,Container Ship,2018,"Hong Kong, China (HKG)"
9712773,SITC SHANGHAI,17119,Container Ship,2015,"Hong Kong, China (HKG)"
9836086,SITC SHIDAO,9967,Container Ship,2019,"Hong Kong, China (HKG)"
9801550,SITC SUBIC,9967,Container Ship,2019,"Hong Kong, China (HKG)"
9836115,SITC TAICANG,9967,Container Ship,2019,"Hong Kong, China (HKG)"
9834026,SITC TOKUYAMA,9967,Container Ship,2018,"Hong Kong, China (HKG)"
9834014,SITC TOYOHASHI,9967,Container Ship,2018,"Hong Kong, China (HKG)"
9719795,SKY ORION,20738,Container Ship,2015,Panama (PAN)
9854492,SKY SUNSHINE,17853,Container Ship,2019,Liberia (LBR)
9854480,SKY WIND,17853,Container Ship,2019,Panama (PAN)
9821457,SOUTHERN PEARL,8261,Container Ship,2018,Singapore (SGP)
9816440,SPIL HANA,10165,Container Ship,2016,Indonesia (IDN)
9821665,SPIL HAPSRI,10165,Container Ship,2017,Indonesia (IDN)
9823780,SPIL HASYA,10165,Container Ship,2017,Indonesia (IDN)
9829253,SPIL HAYU,10165,Container Ship,2017,Indonesia (IDN)
9886811,SPIL RATNA,6597,Container Ship,2019,Indonesia (IDN)
9834533,SPIL RENATA,6673,Container Ship,2020,Niue (NIU)
9889320,SPIL RUMI,6597,Container Ship,2019,Not Known
9813840,SPIRIT OF CHENNAI,13059,Container Ship,2019,Portugal (MAR) (PMD)
9813864,SPIRIT OF CHITTAGONG,12800,Container Ship,2020,Marshall Islands (MHL)
9813838,SPIRIT OF KOLKATA,13059,Container Ship,2019,Portugal (MAR) (PMD)
9813888,SPIRIT OF YANGON,12800,Container Ship,2020,Singapore (SGP)
9754783,STAR CHALLENGER,9955,Container Ship,2016,Korea (Republic of) (KOR)
9870977,STAR EXPLORER,9949,Container Ship,2020,Marshall Islands (MHL)
9884289,STAR FRONTIER,9949,Container Ship,2020,Marshall Islands (MHL)
9754795,STAR VOYAGER,9955,Container Ship,2016,Korea (Republic of) (KOR)
9792503,STARSHIP AQUILA,18064,Container Ship,2017,Marshall Islands (MHL)
9792498,STARSHIP TAURUS,18064,Container Ship,2017,Marshall Islands (MHL)
9610353,STX DALIAN D2131,72000,Container Ship,2020,Not Known
9689665,SUNNY ACACIA,9867,Container Ship,2015,Panama (PAN)
9698381,SUNNY CALLA,9563,Container Ship,2015,"Hong Kong, China (HKG)"
9698393,SUNNY CAMELLIA,9563,Container Ship,2015,"Hong Kong, China (HKG)"
9826550,SUNNY CANNA,9870,Container Ship,2018,Panama (PAN)
9748394,SUNNY CLOVER,9865,Container Ship,2016,Panama (PAN)
9856048,SUNNY FREESIA,9527,Container Ship,2019,"Hong Kong, China (HKG)"
9826562,SUNNY LAUREL,9870,Container Ship,2018,Panama (PAN)
9748411,SUNNY LAVENDER,9865,Container Ship,2016,Panama (PAN)
9738765,SUNNY ROSE,9865,Container Ship,2015,Panama (PAN)
9861897,SUVA CHIEF,30192,Container Ship,2020,"Hong Kong, China (HKG)"
9723265,SWITZERLAND,94684,Container Ship,2016,Malta (MLT)
9675810,TACOMA TRADER,9932,Container Ship,2015,Singapore (SGP)
9905899,TAI SHENG 57,14181,Container Ship,2020,China Peoples's Republic (CHN)
9721970,TAINO,37462,Container Ship,2018,United States of America (USA)
9737498,TAIPEI TRIUMPH,153014,Container Ship,2017,Singapore (SGP)
9790385,TAIZHOU KOUAN TK0604,16000,Container Ship,2019,Germany (DEU)
9790426,TAIZHOU KOUAN TK0608,16000,Container Ship,2019,Germany (DEU)
9790438,TAIZHOU KOUAN TK0609,16000,Container Ship,2019,Germany (DEU)
9790440,TAIZHOU KOUAN TK0610,16000,Container Ship,2019,Germany (DEU)
9790452,TAIZHOU KOUAN TK0611,16000,Container Ship,2019,Germany (DEU)
9714941,TAIZHOU SANFU SF130307,26000,Container Ship,2020,China Peoples's Republic (CHN)
9714953,TAIZHOU SANFU SF130308,26000,Container Ship,2020,China Peoples's Republic (CHN)
9714965,TAIZHOU SANFU SF130309,26000,Container Ship,2020,China Peoples's Republic (CHN)
9714977,TAIZHOU SANFU SF130310,26000,Container Ship,2020,China Peoples's Republic (CHN)
9714989,TAIZHOU SANFU SF130311,26000,Container Ship,2020,China Peoples's Republic (CHN)
9815903,TAKARAZUKA,499,Container Ship,2017,Japan (JPN)
9728930,TALOS,149210,Container Ship,2016,Malta (MLT)
9760615,TAMANRASSET,18870,Container Ship,2017,Algeria (DZA)
9675834,TAMPA TRADER,9932,Container Ship,2016,Singapore (SGP)
9737462,TAMPA TRIUMPH,152426,Container Ship,2017,Panama (PAN)
9852391,TANTO KASIH,6616,Container Ship,2018,Indonesia (IDN)
9888390,TANTO KAWAN,6673,Container Ship,2019,Indonesia (IDN)
9888405,TANTO KELUARGA,6743,Container Ship,2019,Indonesia (IDN)
9786592,TANTO LANCAR,6629,Container Ship,2015,Indonesia (IDN)
